ENGLISHword	POLISHword	NumberoflettersinPolish	Ciepło_M	Kompetencja_M	Ciepło_N	Kompetencja_N	subtlex_plfrequency	Kazojć2011frequency	partofspeach	NumberofLetters	Valence_N	Valence_MIN	Valence_MAX	Valence_M	Valence_SD	arousal_N	arousal_MIN	arousal_MAX	arousal_M	arousal_SD	dominance_N	dominance_MIN	dominance_MAX	dominance_M	dominance_SD	origin_N	origin_MIN	origin_MAX	origin_M	origin_SD	significance_N	significance_MIN	significance_MAX	significance_M	significance_SD	concretness_N	concretness_MIN	concretness_MAX	concretness_M	concretness_SD	imegability_N	imegability_MIN	imegability_MAX	imegability_M	imegability_SD	ageOfAquisition_N	ageOfAquisition_MIN	ageOfAquisition_MAX	ageOfAquisition_M	ageOfAquisition_SD	Valence_N_Female	Valence_MIN_Female	Valence_MAX_Female	Valence_M_Female	Valence_SD_Female	arousal_N_Female	arousal_MIN_Female	arousal_MAX_Female	arousal_M_Female	arousal_SD_Female	dominance_N_Female	dominance_MIN_Female	dominance_MAX_Female	dominance_M_Female	dominance_SD_Female	origin_N_Female	origin_MIN_Female	origin_MAX_Female	origin_M_Female	origin_SD_Female	significance_N_Female	significance_MIN_Female	significance_MAX_Female	significance_M_Female	significance_SD_Female	concretness_N_Female	concretness_MIN_Female	concretness_MAX_Female	concretness_M_Female	concretness_SD_Female	imegability_N_Female	imegability_MIN_Female	imegability_MAX_Female	imegability_M_Female	imegability_SD_Female	ageOfAquisition_N_Female	ageOfAquisition_MIN_Female	ageOfAquisition_MAX_Female	ageOfAquisition_M_Female	ageOfAquisition_SD_Female	Valence_N_Male	Valence_MIN_Male	Valence_MAX_Male	Valence_M_Male	Valence_SD_Male	arousal_N_Male	arousal_MIN_Male	arousal_MAX_Male	arousal_M_Male	arousal_SD_Male	dominance_N_Male	dominance_MIN_Male	dominance_MAX_Male	dominance_M_Male	dominance_SD_Male	origin_N_Male	origin_MIN_Male	origin_MAX_Male	origin_M_Male	origin_SD_Male	significance_N_Male	significance_MIN_Male	significance_MAX_Male	significance_M_Male	significance_SD_Male	concretness_N_Male	concretness_MIN_Male	concretness_MAX_Male	concretness_M_Male	concretness_SD_Male	imegability_N_Male	imegability_MIN_Male	imegability_MAX_Male	imegability_M_Male	imegability_SD_Male	ageOfAquisition_N_Male	ageOfAquisition_MIN_Male	ageOfAquisition_MAX_Male	ageOfAquisition_M_Male	ageOfAquisition_SD_Male	Ady	POSITIVITYmean	NEGEATIVITYmean	AUTOMATICITYmean	REFLECTIVENESSmean	SUBJECTIVESIGNIFICANCEmean	AROUSALmean	ambiVALmean	ambiORImean	ambiACTmean	CategoryambiACT	CategoryambiORI	CategoryambiVAL	V1
brilliance	błyskotliwość	13	72,9285714285714	82,1785714285714	28	28	23	51	N	13	50	4	9	7,14	1,30946320206068	50	1	8	4,82	2,33596547360562	50	3	9	6,96	1,27711409363583	50	1	9	5,44	2,35744586796986	50	1	9	4,78	2,21580592976175	50	1	9	6,68	1,84545774422344	50	1	9	4,9	2,56546928515257	50	4	17	10,92	3,29402675230453	25	5	9	7,08	1,22202018532156	25	1	8	5,28	2,33666428910958	25	3	9	7	1,44337567297406	25	1	9	5,32	2,34022790912908	25	1	9	4,96	2,18860686282393	25	2	9	6,56	1,85022521151706	25	1	9	5,4	2,56580071972344	25	4	16	10,56	3,61801050302511	25	4	9	7,2	1,41421356237309	25	1	8	4,36	2,28910462845192	25	4	9	6,92	1,11504857891185	25	1	9	5,56	2,41660919471891	25	1	9	4,6	2,27303028283098	25	1	9	6,8	1,87082869338697	25	1	9	4,4	2,51661147842358	25	6	17	11,28	2,96535551550456	 	74,95	19,25	54,15	73,75	64,05	51,55	94,2	127,9	115,6	1	2	0,1	217
promotion	awans	5	68,4444444444445	86,9642857142857	27	28	1411	658	N	5	50	4	9	7,16	1,31490668560044	50	1	9	4,96	2,30314780157904	50	2	9	6,78	1,61990173549295	50	1	9	6,44	2,08160064000994	50	1	9	4,9	2,42646967878043	50	1	9	5,04	2,4491564561985	50	1	9	5,28	2,27712672516243	50	4	18	10,96	3,39242854435748	25	4	9	7	1,47196014438797	25	1	8	5,68	2,11581347634111	25	3	9	7,16	1,4047538337137	25	2	9	6,48	2,12367605815953	25	1	9	5,36	2,62805377925694	25	1	9	4,44	2,43378991150291	25	1	9	5,4	2,56580071972344	25	4	18	11,24	3,26955654485436	25	5	9	7,32	1,14455231422596	25	1	9	4,24	2,29637395328665	25	2	8	6,4	1,75594229214212	25	1	9	6,4	2,08166599946613	25	1	8	4,44	2,16178938227879	25	1	9	5,64	2,3607908279501	25	1	8	5,16	1,99332218503014	25	6	18	10,68	3,5557465226494	 	87,69	6,28	54,41	78,97	79,59	77,17	93,97	133,38	156,76	2	2	0,1	80
birthday	urodziny	8	81,5	61,275	40	40	6733	1141	N	8	50	1	9	7,16	1,46189700633898	50	1	9	5,28	2,6881447968775	50	2	9	5,8	1,4142135623731	50	1	9	4,32	2,24463078187455	50	1	9	5,46	2,187254359386	50	1	9	4,46	2,49251942043076	50	1	9	7,22	1,74133422925043	50	3	18	7,1	4,35304256719788	25	1	9	7	1,80277563773199	25	1	8	5,32	2,44472220644119	25	2	9	6,08	1,5790292376436	25	2	9	4,64	2,07926268983343	25	1	9	5,48	2,23830292855994	25	1	9	3,88	2,7886675432304	25	4	9	7,84	1,43410831761993	25	3	18	6,56	4,09349076787363	25	5	9	7,32	1,0295630140987	25	1	9	5,24	2,96198131886974	25	2	8	5,52	1,19443152447793	25	1	9	4	2,39791576165636	25	1	9	5,44	2,18097837372741	25	1	9	5,04	2,05101600838869	25	1	9	6,6	1,82574185835055	25	3	17	7,64	4,61771949487334	 	70	18,29	60,62	24,43	60,38	59,43	88,29	85,05	119,81	2	0,1	0,1	4093
nobility	szlachetność	12	81,7241379310345	76,0344827586207	29	29	90	297	N	12	50	3	9	7,16	1,07589545050073	50	1	9	3,8	2,17593517310397	50	3	9	6,72	1,35586405916625	50	1	9	5,26	2,48924215989772	50	1	9	5,1	2,17827866885384	50	3	9	7,18	1,91332598543233	50	1	9	4,84	2,25297988613901	50	4	17	9,96	3,60815403083129	25	6	9	7,24	1,05198225587063	25	1	9	4,4	2,5	25	3	9	6,56	1,29357386079548	25	2	9	5,48	2,27522892621087	25	1	9	5,52	2,12367605815953	25	3	9	7,36	1,84571575998762	25	1	9	4,96	2,37135685491099	25	4	17	10,32	3,3131052906098	25	3	8	7,08	1,11504857891185	25	1	7	3,2	1,63299316185545	25	4	9	6,88	1,42361043360417	25	1	9	5,04	2,71538824725551	25	1	9	4,68	2,19317121994613	25	3	9	7	2	25	1	8	4,72	2,17025344142107	25	4	17	9,6	3,91578004149024	 	61,67	14,33	62,5	29,17	61,83	36,5	76	91,67	98,33	0,1	0,1	0,1	3683
truthfulness	prawdomówność	13	77,5	79,7407407407407	30	27	40	79	N	13	50	5	9	7,16	0,888934239205946	50	1	9	3,7	2,2246302146282	50	4	9	6,28	1,3708332041023	50	1	9	5,1	2,43486579272276	50	1	9	5,18	2,49644645405408	50	1	9	6,7	1,95092861196395	50	1	9	4,12	2,30916541156306	50	4	16	10,3	3,01188123461543	25	5	9	7,12	0,971253485622231	25	1	9	4,24	2,55408170059874	25	4	9	6,16	1,46287388383278	25	2	9	5,56	2,23755819291179	25	1	9	6,16	2,46102959483763	25	1	9	6,44	2,36431808350738	25	1	8	3,84	2,1540659228538	25	4	16	9,96	2,82075639973867	25	6	9	7,2	0,816496580927726	25	1	6	3,16	1,72433562085034	25	4	9	6,4	1,29099444873581	25	1	8	4,64	2,58005167906898	25	1	8	4,2	2,16024689946929	25	3	9	6,96	1,42828568570857	25	1	9	4,4	2,46644143115812	25	5	16	10,64	3,21299444962691	 	82,71	10,29	61,46	53,86	88,89	42,93	93	115,32	131,82	1	1	0,1	2860
generosity	wspaniałomyślność	17	81,6071428571429	72,8148148148148	28	27	62	130	N	17	50	3	9	7,16	1,25128505374047	50	1	8	4,58	2,04130810401326	50	4	8	6,48	1,12920416259254	50	1	9	4,72	2,61112220772477	50	1	9	5,56	2,27820194048567	50	2	9	7,3	1,79852547314488	50	1	9	4,6	2,24062673447973	50	4	18	11,26	3,31237629726664	25	6	9	7,28	1,13724814061547	25	1	8	4,52	2,12367605815953	25	5	8	6,72	1,02143689640297	25	1	9	5,28	2,55799400572662	25	1	9	5,84	2,28546129552293	25	2	9	7,24	1,76257387552031	25	1	9	4,6	2,64575131106459	25	4	18	11,64	2,99833287011299	25	3	9	7,04	1,36869767784319	25	1	8	4,64	1,99749843554382	25	4	8	6,24	1,2	25	1	9	4,16	2,59293913027925	25	1	9	5,28	2,28254244210267	25	2	9	7,36	1,86815416922694	25	1	8	4,6	1,80277563773199	25	5	18	10,88	3,62077339804633	 	81,56	6,88	78	37,64	65,28	45,6	88,44	115,64	110,88	1	0,1	0,1	4346
fun	zabawa	6	73,2222222222222	62,4137931034483	27	29	5839	2360	N	6	50	4	9	7,18	1,20695264773625	50	1	9	5,12	2,2282050980966	50	3	9	5,62	1,32310704211638	50	1	9	3,92	1,96749089150707	50	1	8	4,48	2,09216224445975	50	1	9	4,48	2,40102019133194	50	1	9	6,7	1,83225076262581	50	3	12	5,62	2,53859996768265	25	1	6	3	1,38443731048635	25	1	8	5,88	2,43789526709687	25	1	8	3,44	1,91659420152867	25	1	7	4,16	1,67531091641721	25	1	8	5,32	1,99415813481947	25	1	7	3,96	1,51327459504216	25	2	9	6,44	2,16178938227879	25	3	15	9,04	2,87923600977759	25	2	5	3,32	0,945163125250522	25	1	9	5,36	2,4644133852366	25	1	7	3,96	1,76729548557488	25	1	9	3,92	2,37907545067406	25	1	8	4,36	2,32522400354604	25	1	9	4,88	2,14709105535839	25	1	9	5,72	1,92613602842582	25	4	16	9,24	3,12623309005156	 	90,62	11,35	68,35	22,54	58,69	53,04	101,96	90,88	111,73	1	0,1	0,1	4507
excellence / perfection	doskonałość	11	74,1034482758621	82,1111111111111	29	27	200	386	N	11	50	3	9	7,18	1,54774358473283	50	1	9	4,18	2,48825814003061	50	2	9	7,38	1,701020102102	50	1	9	6,18	2,44690558436069	50	3	9	6,02	2,13321640836038	50	1	9	6,74	2,22976158696258	50	1	9	4,42	2,25958276806013	50	4	16	10	3,35638289270592	25	3	9	6,8	1,58113883008419	25	1	9	4,2	2,66145323711188	25	3	9	7,2	1,87082869338697	25	1	9	6,6	2,23606797749979	25	3	9	6,76	1,92093727122985	25	4	9	7,32	1,796292478041	25	1	9	4,36	2,49799919935936	25	4	15	10,56	3,05614135798722	25	4	9	7,56	1,4456832294801	25	1	9	4,16	2,35725829443162	25	2	9	7,56	1,52970585407784	25	1	9	5,76	2,61852375713238	25	3	9	5,28	2,11187120819429	25	1	9	6,16	2,49466096560902	25	1	8	4,48	2,04368947412924	25	5	16	9,44	3,60647565729573	 	75,39	21,35	38,74	73,87	74,43	37,43	96,74	112,61	111,87	0,1	1	0,1	580
grandmother	babcia	6	92,6428571428571	72,0384615384615	28	26	4378	4212	N	6	50	4	9	7,2	1,34011878852098	49	1	9	3,14285714285714	2,47487373415292	50	2	9	5,48	1,89779678919036	50	1	9	3,7	2,0922597879824	50	1	9	5,58	2,52408803494713	50	1	9	2,44	1,96042477696096	50	1	9	8,14	1,49843455727936	50	3	14	5,92	2,98868614912292	25	5	9	7,4	1,3228756555323	24	1	9	3,5	2,84375746535093	25	3	9	5,88	1,92180470738661	25	1	9	4,04	2,3	25	1	9	6,32	2,51197133741609	25	1	9	1,8	1,73205080756888	25	6	9	8,48	1,00498756211209	25	3	14	5,68	3,33816316757185	25	4	9	7	1,35400640077266	25	1	9	2,8	2,06155281280883	25	2	9	5,08	1,82391520270726	25	1	8	3,36	1,84571575998762	25	1	8	4,84	2,35725829443162	25	1	9	3,08	1,99833263830958	25	1	9	7,8	1,82574185835055	25	3	12	6,16	2,64070697604511	 	49,79	29,76	60,24	31,56	71,26	64,55	79,55	91,79	135,81	2	0,1	1	85
proximity	bliskość	8	94,1666666666667	71,7777777777778	30	27	211	881	N	8	50	4	9	7,2	1,22890360957752	50	1	9	4,2	2,38190457150472	50	3	9	5,86	1,61637033541961	50	1	9	3,56	2,00163198721566	50	1	9	5,16	2,66005984281312	50	2	9	5,84	2,02393837124855	50	1	9	6,2	2,12852348939305	50	4	15	8,7	3,11186013011314	25	4	9	7,4	1,3228756555323	25	1	8	4,68	2,49532896962839	25	3	9	5,84	1,62480768092719	25	1	8	3,64	1,70489491367259	25	1	9	5,96	2,7	25	2	9	5,96	1,92527054375915	25	2	9	6,8	2,44948974278318	25	4	15	8,64	3,28988348324577	25	5	9	7	1,1180339887499	25	1	9	3,72	2,20831761000692	25	3	9	5,88	1,64113781667882	25	1	9	3,48	2,29346898823594	25	1	9	4,36	2,41315837303177	25	2	9	5,72	2,15096877398689	25	1	8	5,6	1,58113883008419	25	5	15	8,76	2,98998327754521	 	89,03	6,38	85,97	15,55	80,9	49,52	95,41	101,52	130,41	1	0,1	0,1	198
loyalty	lojalność	9	85,7333333333333	74,1851851851852	30	27	1167	711	N	9	50	5	9	7,2	1,12485826771597	50	1	9	3,58	2,25053281673111	50	1	9	6,28	1,94873061771199	50	1	9	4,86	2,44122752662153	50	1	9	5,34	2,4545667559029	50	1	9	7,08	2,04879257622829	50	1	9	4,72	2,19498500761929	50	4	18	11,44	3,34517624074318	25	5	9	7	1,19023807142381	25	1	9	3,84	2,51130776024498	25	3	9	6,44	1,75783958312469	25	1	9	4,68	2,35796522451032	25	1	9	5,8	2,29128784747792	25	3	9	7,48	1,75878746110306	25	1	9	4,8	2,21735578260835	25	4	18	11,24	3,53883219909243	25	5	9	7,4	1,04083299973307	25	1	7	3,32	1,9731531449265	25	1	9	6,12	2,14709105535839	25	1	9	5,04	2,55734237050888	25	1	9	4,88	2,57099202643649	25	1	9	6,68	2,26789182575654	25	1	7	4,64	2,21509969677815	25	7	18	11,64	3,2	 	77,32	11,24	71	50,12	85,68	40,42	88,56	121,12	126,1	1	1	0,1	1545
bridal couple	nowożeńcy	9	70,6296296296296	61,8928571428571	27	28	100	66	N	9	50	2	9	7,2	1,44278641976601	50	1	9	4,7	2,45157175739007	50	1	9	5,66	1,91247248879772	50	1	9	4,28	2,38224726693438	50	1	9	4,08	2,48127682733659	50	1	9	3,06	2,35960909941473	50	1	9	7,54	1,74039638928513	50	4	16	10,38	3,56794115445205	25	2	9	7,16	1,7	25	1	9	5,16	2,57681974534503	25	1	9	6,08	1,7301252363148	25	1	8	3,96	2,15019378971602	25	1	9	4,72	2,76164202362773	25	1	8	2,48	2,08406653764541	25	3	9	7,72	1,74451521441727	25	4	16	10,72	3,78065250100209	25	5	9	7,24	1,16476034731041	25	1	9	4,24	2,2781571499789	25	1	9	5,24	2,02649122047609	25	1	9	4,6	2,59807621135332	25	1	7	3,44	2,02237484161567	25	1	9	3,64	2,51462389500564	25	1	9	7,36	1,75309250564063	25	4	16	10,04	3,38476980999693	 	66,63	25,13	61,63	30,69	72,25	66,13	91,75	92,31	138,38	2	0,1	1	2104
acceptance	akceptacja	10	85,2666666666666	81,5769230769231	30	26	107	98	N	10	50	4	9	7,2	1,10656667034498	50	1	9	4,1	2,36686307511156	50	1	9	6,42	1,77384627638499	50	1	9	5,82	2,3533736097226	50	1	9	5,16	2,50191763188453	50	1	9	6,48	2,10189418945709	50	1	9	4,82	2,3533736097226	50	4	16	10,3	2,97780908366798	25	4	9	7,32	1,21518174223721	25	1	9	4,24	2,40277617212535	25	1	9	6,72	1,88237438713273	25	2	9	5,88	1,94336477961979	25	2	9	6	2,16024689946929	25	1	9	6,44	1,98074060223274	25	1	9	4,84	2,51130776024498	25	4	16	10,36	2,99833287011299	25	5	9	7,08	0,99666109251507	25	1	8	3,96	2,37135685491099	25	3	9	6,12	1,64113781667882	25	1	9	5,76	2,74286954362276	25	1	9	4,32	2,57746645629644	25	1	9	6,52	2,25684145064143	25	1	9	4,8	2,23606797749979	25	5	15	10,24	3,01772541273501	 	86	7,68	74,72	35,08	78,52	41,64	93,68	109,8	120,16	1	0,1	0,1	15
prime	szczyt formy	12	77,75	78,2222222222222	28	27	1741,5	3296	N	12	50	5	9	7,2	1,26168012376112	50	1	9	5,28	2,34773012390562	50	2	9	6,98	1,69621427217874	49	2	9	6,38775510204082	1,82364477684357	50	1	9	4,52	2,54942970813762	49	1	9	5,40816326530612	2,43172064722131	50	1	9	5,46	2,6202508058799	50	4	17	11,32	3,34078079594136	25	5	9	6,92	1,15181016954473	25	1	8	5,24	2,14631467093403	25	3	9	7	1,70782512765993	24	3	9	6,5	1,88817832613987	25	1	9	4,88	2,48864086065735	25	2	9	5,4	2,48327740429189	25	1	9	5,4	2,81365716935569	25	4	17	11,6	3,1224989991992	25	5	9	7,48	1,32664991614216	25	1	9	5,32	2,57746645629644	25	2	9	6,96	1,71949605020386	25	2	9	6,28	1,79164728671689	25	1	9	4,16	2,60895892391327	24	1	9	5,41666666666667	2,43018458176519	25	1	9	5,52	2,46846781087648	25	6	17	11,04	3,58794277174725	 	70,15	16,5	44	56,96	73,36	53,76	86,65	100,96	127,12	1	1	0,1	3663
surprise	niespodzianka	13	77,741935483871	57,2068965517241	31	29	5559	1167	N	13	50	4	9	7,2	1,30930734141595	50	1	9	5,5	2,54149241066531	50	1	9	5,1	2,01271468622934	50	1	9	3,68	2,03479929311598	50	1	9	4,78	2,13130217932414	50	1	9	5,5	2,33211824533064	50	1	9	5,92	2,28428526757791	50	3	15	6,94	3,30373937797021	25	4	9	7,44	1,38684293751431	25	1	9	5,72	2,59036676939772	25	1	9	5,44	2,02237484161567	25	1	9	3,64	1,89032625050104	25	2	9	5,72	2,05182845286832	25	1	9	5,4	2,38047614284762	25	2	9	5,8	2,43241991988774	25	3	15	7,08	3,32816265628149	25	5	9	6,96	1,20692446601544	25	1	9	5,28	2,52520626220249	25	1	8	4,76	1,98494332412792	25	1	9	3,72	2,20831761000692	25	1	7	3,84	1,79536440126603	25	2	9	5,6	2,32737334062816	25	1	9	6,04	2,1694853460364	25	3	14	6,8	3,34165627596057	 	78	14,4	74,4	41,45	57,7	69,45	92,4	115,85	127,15	2	0,1	0,1	2018
humor	humor	5	85,3703703703704	66,0689655172414	27	29	1477	1985	N	5	49	4	9	7,20408163265306	1,22439767227153	50	1	9	5,04	2,48226361473982	50	1	9	6,02	1,6224194580808	50	1	9	3,96	2,14723362606354	50	1	9	4,66	2,37856070353652	50	1	9	5,88	2,33552860773552	50	1	9	5,24	2,2728207772973	50	4	16	7,56	3,18901174635142	24	4	9	7,41666666666667	1,34864397811659	25	1	9	5,76	2,6343879744639	25	3	9	6,4	1,5545631755148	25	1	8	3,84	1,72433562085034	25	1	9	5,16	2,42693221990232	25	1	9	5,72	2,45831920899897	25	1	9	5,48	2,18174242292714	25	4	13	7,32	2,70370116691915	25	5	9	7	1,08012344973464	25	1	8	4,32	2,13541565040626	25	1	8	5,64	1,62992842378635	25	1	9	4,08	2,53179778023443	25	1	8	4,16	2,26715680975093	25	1	9	6,04	2,24499443206436	25	1	9	5	2,38047614284762	25	4	16	7,8	3,65148371670111	 	83,06	4,5	65,47	45,62	66,76	51,21	87,56	111,09	117,98	1	0,1	0,1	1024
sky	niebo	5	67,6206896551724	76,448275862069	29	29	4539	14168	N	5	50	5	9	7,22	1,40393034305954	50	1	9	3,38	2,57848238864868	50	2	9	5,86	1,77292563468479	50	1	9	4,16	2,16049880861824	50	1	9	4,38	2,32018648089382	50	1	9	4,38	2,79861481771951	50	1	9	8,04	1,47024918060213	50	3	14	6,4	2,99659670905758	25	1	9	6,48	1,91746360243595	25	1	8	3,08	2,01907569612104	25	3	8	6,12	1,61554944214035	25	1	9	4,68	2,44472220644119	25	1	7	4,4	2,04124145231932	25	1	9	6,4	2,91547594742265	25	1	9	6,64	2,23383079036887	25	4	16	9,6	2,84312035153866	25	3	9	6,28	1,69607389776114	25	1	9	3,12	2,58714772159097	25	1	8	6,32	1,70098010962308	25	1	9	4,52	2,04368947412924	25	1	7	3,44	1,98074060223274	25	1	9	5,72	3,08922859842604	25	1	9	6,36	2,09920619917784	25	5	16	9,04	3,58794277174725	 	79,04	12,44	77,08	29,72	71,8	22,36	91,48	106,8	94,16	0,1	0,1	0,1	1940
champion	mistrz	6	67,6785714285714	84,2592592592593	28	27	3735	4209	N	6	50	4	9	7,22	1,35962179615194	50	1	9	4,52	2,28785613933344	50	4	9	7,72	1,3856406460551	50	1	9	6,24	2,25479081793701	50	1	9	4,88	2,47963130899967	50	1	9	4,38	2,76191297207318	50	1	9	6,06	2,1984224399532	50	3	16	8,66	3,05467189861092	25	4	9	7,08	1,52534149181967	25	1	8	5,08	2,01907569612104	25	5	9	8,04	1,05987420637231	25	2	9	6,4	2,10158670215308	25	1	9	5,16	2,47790233867277	25	1	9	4,24	2,87634026730728	25	2	9	6,32	2,49532896962839	25	4	16	8,92	3,14801524773944	25	5	9	7,36	1,18602979164381	25	1	9	3,96	2,44062833439806	25	4	9	7,4	1,60727512683216	25	1	9	6,08	2,43104915622864	25	1	9	4,6	2,5	25	1	9	4,52	2,6944387170615	25	1	9	5,8	1,87082869338697	25	3	15	8,4	3	 	74	10,95	48,23	74,14	70,86	43,68	84,95	122,36	114,55	1	2	0,1	1756
genius	geniusz	7	66,9	89,1071428571429	30	28	1489	936	N	7	50	4	9	7,22	1,37455001913428	50	1	9	4,76	2,43746271557042	50	3	9	7,38	1,57648537019821	50	1	9	7,48	2,47633699200234	50	1	9	5,42	2,11013105309232	50	1	9	5,5	2,68973862625182	50	1	9	5,94	2,06437221766357	50	3	17	9,36	3,61267609555971	25	4	9	7,08	1,60519988371127	25	1	9	5,16	2,60895892391327	25	4	9	7,36	1,43990740443035	25	1	9	6,96	2,79105714739057	25	1	9	5,92	2,03960780543711	25	1	9	5,68	2,70370116691915	25	2	9	6,28	2,22710574513201	25	3	17	8,88	3,44383507154451	25	6	9	7,36	1,113552872566	25	1	8	4,36	2,23383079036887	25	3	9	7,4	1,73205080756888	25	1	9	8	2,04124145231931	25	2	8	4,92	2,1	25	1	9	5,32	2,71906846793775	25	1	9	5,6	1,87082869338697	25	4	17	9,84	3,78241545400114	 	73,13	22,2	73,47	65,6	45,63	13,6	95,33	139,07	59,23	0,1	2	0,1	842
kindness	życzliwość	10	84,9285714285714	82,6071428571429	28	28	209	721	N	10	50	5	9	7,22	0,974993458900089	50	1	9	3,98	2,15226506219824	50	1	9	6,14	1,72626765016321	50	1	9	3,48	2,05277313676412	50	1	8	4,36	2,15482372971026	50	3	9	6,88	1,70999462942229	50	1	9	4,88	1,95500404509211	50	4	16	9,38	3,25695488179385	25	6	9	7,32	0,945163125250521	25	1	7	4,16	2,11502561056204	25	1	9	6,24	1,78605710994918	25	1	9	4,04	2,33595091272626	25	1	8	5,16	2,07525098883645	25	3	9	7,16	1,7	25	1	9	5	2,02072594216369	25	4	16	9,96	3,34763598180368	25	5	9	7,12	1,01324561023804	25	1	9	3,8	2,21735578260835	25	2	9	6,04	1,69509095134548	25	1	6	2,92	1,5790292376436	25	1	7	3,56	1,95959179422654	25	3	9	6,6	1,70782512765993	25	1	8	4,76	1,92093727122985	25	4	16	8,8	3,1224989991992	 	81,93	10,15	78	32,15	80,63	34,52	92,07	110,15	115,15	0,1	0,1	0,1	4893
miracle	cud	3	77,2903225806451	55,1851851851852	31	27	3403	2716	N	3	50	2	9	7,24	1,5193983771781	50	1	9	5,2	2,49079939630896	50	1	9	6,1	2,07265973264956	50	1	8	3,8	2,48259245671182	50	1	9	5,04	2,75503250101204	50	1	9	6,48	2,6437450246009	50	1	9	5,08	2,54622569818986	50	3	15	8,36	2,9606948991266	25	5	9	7,72	1,4	25	2	9	5,68	2,46170672501823	25	1	9	6,36	1,955334583475	25	1	8	4	2,23606797749979	25	1	9	5,36	3,03973683071413	25	1	9	6	2,95803989154981	25	1	9	5,16	2,80891438103763	25	3	15	7,76	3,11287648325468	25	2	8	6,76	1,50775771705315	25	1	9	4,72	2,47521042876493	25	2	9	5,84	2,19241115365405	25	1	8	3,6	2,73861278752583	25	1	9	4,72	2,45831920899897	25	1	9	6,96	2,24499443206436	25	1	9	5	2,3094010767585	25	4	14	8,96	2,73068977854803	 	82,55	12,57	83,24	21,86	66,05	64,62	95,12	105,1	130,67	2	0,1	0,1	435
beach	plaża	5	82,5333333333333	59,7428571428571	30	35	498	469	N	5	50	4	9	7,24	1,23816849600117	50	1	9	4	2,39045721866879	50	1	9	5,4	1,5649215928719	50	1	9	4,92	2,09800682864981	50	1	9	3,74	2,23889550029127	50	1	7	1,86	1,38519872588885	50	1	9	8,06	1,74274004290452	50	3	14	6,86	2,44957305734393	25	5	9	7,48	1,26227308191743	25	1	7	3,8	2,5	25	2	9	5,6	1,68325082306035	25	2	9	5,16	2,01411684533611	25	1	7	3,2	1,82574185835055	25	1	5	1,52	1,0847426730182	25	5	9	8,4	1,22474487139159	25	3	14	6,68	2,57746645629644	25	4	9	7	1,19023807142381	25	1	9	4,2	2,3094010767585	25	1	8	5,2	1,44337567297406	25	1	9	4,68	2,19317121994613	25	1	9	4,28	2,5086516962969	25	1	7	2,2	1,58113883008419	25	1	9	7,72	2,11187120819429	25	4	13	7,04	2,35372045918796	 	64,78	10,96	52,48	25,65	24,75	28,26	75,74	78,13	53,01	0	0,1	0,1	2560
book	książka	7	73	80,7857142857143	28	28	3731	3379	N	7	50	4	9	7,24	1,33340135880892	50	1	9	3,36	2,25660029645464	50	1	9	6,06	1,65874306974545	50	1	9	6,02	2,29897936538129	50	1	9	4,76	2,58377986046547	50	1	9	2,16	2,21645055465365	50	1	9	8,16	1,55655296821443	50	3	11	5,88	2,07649626406933	25	4	9	7,52	1,44683562761405	25	1	9	4	2,54950975679639	25	4	9	6,28	1,3076696830622	25	3	9	6,4	2	25	1	9	4,64	2,67519469696444	25	1	9	1,6	1,77951304200522	25	3	9	8,4	1,35400640077266	25	3	9	5,48	1,55777619273972	25	5	9	6,96	1,17189305541646	25	1	8	2,72	1,74451521441727	25	1	9	5,84	1,95106808355492	25	1	9	5,64	2,5475478405714	25	1	9	4,88	2,53837218179946	25	1	8	2,72	2,49198715887542	25	1	9	7,92	1,7301252363148	25	3	11	6,28	2,45831920899897	 	76,81	14,19	48,71	71,81	61,67	29,86	91	120,52	91,52	0,1	2	0,1	1425
honesty	uczciwość	9	81,0689655172414	79,5172413793103	29	29	437	585	N	9	50	5	9	7,24	1,09842187352806	50	1	9	3,92	2,27533357052166	50	1	9	5,44	1,91833260932509	50	1	9	4,72	2,19498500761929	50	1	9	5,48	2,30562754306652	50	1	9	6,8	2,22233559801486	50	1	9	5,14	2,33001707973069	50	4	16	9,74	3,17393723173922	25	5	9	7,24	1,05198225587063	25	1	9	4,48	2,46846781087648	25	2	9	5,4	2,02072594216369	25	1	9	5,12	2,08806130178211	25	1	9	6,16	2,46102959483763	25	1	9	7,04	1,94679223339318	25	2	9	5,32	2,46170672501823	25	4	16	9,52	3,15066130624456	25	5	9	7,24	1,16476034731041	25	1	9	3,36	1,955334583475	25	1	8	5,48	1,85112578358864	25	1	8	4,32	2,26789182575654	25	2	8	4,8	1,95789002074512	25	1	9	6,56	2,48461935381123	25	1	9	4,96	2,22635726393287	25	4	16	9,96	3,24653661614958	 	76,04	8,62	68,65	41,62	77,73	27,38	84,65	110,27	105,12	0,1	0,1	0,1	4001
