ENGLISHword	POLISHword	NumberoflettersinPolish	Ciepło_M	Kompetencja_M	Ciepło_N	Kompetencja_N	subtlex_plfrequency	Kazojć2011frequency	partofspeach	NumberofLetters	Valence_N	Valence_MIN	Valence_MAX	Valence_M	Valence_SD	arousal_N	arousal_MIN	arousal_MAX	arousal_M	arousal_SD	dominance_N	dominance_MIN	dominance_MAX	dominance_M	dominance_SD	origin_N	origin_MIN	origin_MAX	origin_M	origin_SD	significance_N	significance_MIN	significance_MAX	significance_M	significance_SD	concretness_N	concretness_MIN	concretness_MAX	concretness_M	concretness_SD	imegability_N	imegability_MIN	imegability_MAX	imegability_M	imegability_SD	ageOfAquisition_N	ageOfAquisition_MIN	ageOfAquisition_MAX	ageOfAquisition_M	ageOfAquisition_SD	Valence_N_Female	Valence_MIN_Female	Valence_MAX_Female	Valence_M_Female	Valence_SD_Female	arousal_N_Female	arousal_MIN_Female	arousal_MAX_Female	arousal_M_Female	arousal_SD_Female	dominance_N_Female	dominance_MIN_Female	dominance_MAX_Female	dominance_M_Female	dominance_SD_Female	origin_N_Female	origin_MIN_Female	origin_MAX_Female	origin_M_Female	origin_SD_Female	significance_N_Female	significance_MIN_Female	significance_MAX_Female	significance_M_Female	significance_SD_Female	concretness_N_Female	concretness_MIN_Female	concretness_MAX_Female	concretness_M_Female	concretness_SD_Female	imegability_N_Female	imegability_MIN_Female	imegability_MAX_Female	imegability_M_Female	imegability_SD_Female	ageOfAquisition_N_Female	ageOfAquisition_MIN_Female	ageOfAquisition_MAX_Female	ageOfAquisition_M_Female	ageOfAquisition_SD_Female	Valence_N_Male	Valence_MIN_Male	Valence_MAX_Male	Valence_M_Male	Valence_SD_Male	arousal_N_Male	arousal_MIN_Male	arousal_MAX_Male	arousal_M_Male	arousal_SD_Male	dominance_N_Male	dominance_MIN_Male	dominance_MAX_Male	dominance_M_Male	dominance_SD_Male	origin_N_Male	origin_MIN_Male	origin_MAX_Male	origin_M_Male	origin_SD_Male	significance_N_Male	significance_MIN_Male	significance_MAX_Male	significance_M_Male	significance_SD_Male	concretness_N_Male	concretness_MIN_Male	concretness_MAX_Male	concretness_M_Male	concretness_SD_Male	imegability_N_Male	imegability_MIN_Male	imegability_MAX_Male	imegability_M_Male	imegability_SD_Male	ageOfAquisition_N_Male	ageOfAquisition_MIN_Male	ageOfAquisition_MAX_Male	ageOfAquisition_M_Male	ageOfAquisition_SD_Male	Ady	POSITIVITYmean	NEGEATIVITYmean	AUTOMATICITYmean	REFLECTIVENESSmean	SUBJECTIVESIGNIFICANCEmean	AROUSALmean	ambiVALmean	ambiORImean	ambiACTmean	CategoryambiACT	CategoryambiORI	CategoryambiVAL	V1
vigor	energiczność	12	77,0344827586207	76,3461538461539	29	26	5	3	N	12	50	5	9	7,02	0,999795897538439	50	1	9	5,6	2,64189171555813	50	5	9	6,9	0,909137290096989	50	1	9	3,94	2,09381986633355	50	3	9	5,8	1,82946406783796	50	1	9	5,98	1,8897143721111	50	1	9	5,74	2,0484937223756	50	4	16	10,14	3,10371732354765	25	5	9	7,24	0,925562891794322	25	1	9	6,04	2,7459060435492	25	5	9	6,92	1,03762549441823	25	2	8	3,84	1,7	25	3	9	6,6	1,77951304200522	25	2	8	5,72	1,81475434517549	25	3	9	6,16	1,92959408512084	25	4	16	10,12	2,77368587502863	25	5	9	6,8	1,04083299973307	25	1	9	5,16	2,51130776024498	25	6	8	6,88	0,781024967590666	25	1	9	4,04	2,4576411454889	25	3	9	5	1,52752523165195	25	1	9	6,24	1,96383977622072	25	1	9	5,32	2,11581347634111	25	6	16	10,16	3,4602504726296	 	62,28	21,96	59,4	45,72	65,88	52,65	84,24	105,12	118,53	1	0,1	0,1	710
brother	brat	4	75,4230769230769	61,8	26	25	15772	11386	N	4	50	3	9	7,04	1,39912509105089	50	1	8	3,7	2,24290263830108	50	2	8	5,88	1,52047253664572	50	1	9	4,12	2,13465095364033	50	1	9	5,28	2,81424945589406	50	1	8	2,68	2,00448476763319	50	1	9	7,26	2,20213254712382	50	3	15	6,44	3,58090172203275	25	3	9	7,08	1,46969384566991	25	1	7	3,68	2,0558858593479	25	3	8	6,16	1,43410831761993	25	1	9	4,48	2,12367605815953	25	1	9	5,96	2,92232783924049	25	1	7	1,96	1,69509095134548	25	2	9	6,84	2,52784493195291	25	3	15	6,24	3,76696164036747	25	5	9	7	1,35400640077266	25	1	8	3,72	2,45831920899897	25	2	8	5,6	1,58113883008419	25	1	8	3,76	2,12681295212657	25	1	9	4,6	2,58198889747161	25	1	8	3,4	2,06155281280883	25	1	9	7,68	1,77294481959629	25	3	15	6,64	3,45060381189534	 	52,43	15,22	41,87	46,65	39,61	36,65	67,65	88,52	76,26	0,1	0,1	0,1	251
luxury	luksus	6	68,4516129032258	79,2857142857143	31	28	272	465	N	6	50	5	9	7,04	1,1773370158878	50	1	9	4,3	2,4764194033371	50	1	9	6,76	1,73275762286358	50	1	9	6,26	1,91460551699672	50	1	9	4,58	2,38267556690852	50	1	9	5,5	2,40958968477614	50	1	9	6,46	2,02242529692265	50	4	15	9,24	2,99359861254999	25	5	9	7,12	1,20138808606267	25	1	8	4,44	2,48461935381123	25	1	9	6,64	1,99749843554382	25	2	9	6,12	1,83303027798234	25	1	9	5,2	2,06155281280883	25	1	9	5,8	2,66145323711188	25	3	9	6,72	2,09204843793509	25	4	15	9,6	3,09569593683445	25	5	9	6,96	1,17189305541646	25	1	9	4,16	2,51130776024498	25	4	9	6,88	1,4525839046334	25	1	9	6,4	2,02072594216369	25	1	9	3,96	2,55734237050888	25	1	9	5,2	2,14087209644419	25	1	9	6,2	1,95789002074512	25	5	15	8,88	2,90574144295967	 	66,33	22,19	62,05	38,07	51,75	49,19	88,52	100,12	100,94	1	0,1	0,1	1557
joke	żart	4	70,8888888888889	58,2333333333333	27	30	5444	2001	N	4	50	4	9	7,06	1,26829469311017	50	1	9	4,7	2,32335085247008	50	3	8	5,6	1,26168012376112	50	1	8	4,32	1,69561258570946	50	1	8	4,4	1,96914982172717	50	1	9	5	2,68784110317525	50	1	9	5,66	2,33526644898502	50	4	13	7,06	2,12285906556344	25	4	9	7,32	1,37598449603669	25	1	8	5	2,19848432637882	25	3	8	5,76	1,3	25	2	8	4,6	1,73205080756888	25	2	8	4,68	2,17408984788271	25	1	9	4,28	2,9086079144498	25	1	9	5,76	2,50466231922256	25	4	13	6,92	2,25314594881616	25	4	8	6,8	1,1180339887499	25	1	9	4,4	2,44948974278318	25	3	8	5,44	1,22746350930146	25	1	8	4,04	1,64519502390041	25	1	7	4,12	1,73973178009332	25	1	9	5,72	2,28254244210266	25	1	8	5,56	2,2	25	4	11	7,2	2,02072594216369	 	75,78	8,74	51,65	34,57	43,52	58,3	84,52	86,22	101,83	1	0,1	0,1	4862
talent	talent	6	77,3076923076923	82,0357142857143	26	28	3200	2580	N	6	50	4	9	7,06	1,26829469311017	50	1	9	4,36	2,29248995724771	50	3	9	6,6	1,48461497791618	50	1	9	4,24	2,25479081793701	50	1	9	5,3	2,70487088982307	50	1	9	6,24	2,42065938056859	50	1	9	4,68	2,21718703932414	50	4	14	8,18	2,61619758350136	25	4	9	7,16	1,37477270848675	25	1	8	4,2	2,14087209644419	25	3	9	6,68	1,74928556845359	25	1	9	4,36	2,17715410570772	25	1	9	5,76	2,65015722804013	25	3	9	6,52	1,96044212700435	25	1	9	4,4	2,44948974278318	25	4	13	8,48	2,85948713350256	25	5	9	6,96	1,17189305541646	25	1	9	4,52	2,46846781087648	25	4	9	6,52	1,19443152447793	25	1	9	4,12	2,3685438564654	25	1	9	4,84	2,73373980717502	25	1	9	5,96	2,82075639973867	25	1	9	4,96	1,96807858921673	25	4	14	7,88	2,3685438564654	 	81,2	6,87	55,27	58	63,73	39,27	88,07	113,27	103	1	2	0,1	3812
prosperity	dobrobyt	8	80,4642857142857	83,2962962962963	28	27	182	333	N	8	50	4	9	7,06	1,20220885142681	50	1	9	4,46	2,19656503641109	50	3	9	6,6	1,49829835452879	50	1	9	5,5	2,23378511015884	50	1	8	4,86	2,23159136044214	50	1	9	6,62	2,17490323500441	50	1	9	5,4	2,14761376833899	50	4	16	10,8	3,39266916772512	25	4	9	7,08	1,11504857891185	25	1	8	4,64	1,97652894404981	25	3	9	6,64	1,75309250564063	25	2	9	6,16	1,99332218503014	25	1	8	5,48	2,06397674405503	25	1	9	6,68	2,01494416796099	25	1	9	5,68	2,23084438423362	25	4	16	10,64	3,49857113690718	25	4	9	7,04	1,30639452948436	25	1	9	4,28	2,42418371141023	25	3	9	6,56	1,22746350930146	25	1	9	4,84	2,30362033908947	25	1	8	4,24	2,25979350089044	25	1	9	6,56	2,36431808350738	25	1	8	5,12	2,06801031589948	25	4	16	10,96	3,34763598180368	 	80,35	6,73	57,05	53,23	81,14	39,73	87,08	110,27	120,86	1	1	0,1	544
scholarship	stypendium	10	71,1379310344827	43,1	29	30	1413	372	N	10	50	4	9	7,06	1,30007849056611	50	1	8	4,12	2,20981114716223	50	2	9	6,34	1,50658418894111	50	1	9	6,62	2,43184653114057	50	1	8	5,08	2,21165742632727	49	1	8	3,16326530612245	2,17319790070906	50	1	9	5,9	2,25198325291921	50	4	18	11,6	3,73619909446343	25	4	9	6,96	1,27410099024109	25	1	8	4,16	2,24870333006972	25	5	9	7,04	1,20692446601545	25	2	9	6,84	1,99332218503014	25	1	8	5,24	2,14631467093403	25	1	8	2,56	2,02237484161567	25	1	9	6,16	2,52784493195291	25	4	18	11,8	3,70809924354783	25	4	9	7,16	1,34412301024373	25	1	8	4,08	2,21585198061603	25	2	8	5,64	1,46855938479405	25	1	9	6,4	2,82842712474619	25	1	8	4,92	2,3079572497485	24	1	8	3,79166666666667	2,18650339616687	25	1	9	5,64	1,955334583475	25	4	17	11,4	3,82970843102535	 	78,4	9,8	46,85	79,1	69,8	57,4	88,2	125,95	127,2	1	2	0,1	3590
pal	kumpel	6	80,7142857142857	55,448275862069	28	29	3172	526	N	6	50	4	9	7,08	1,12195165234696	50	1	9	4,14	2,46617939662275	50	3	8	5,76	1,23816849600117	50	1	9	3,96	2,04998755596024	50	1	9	5,22	2,25234571602358	50	1	9	3,72	2,71082486128695	50	1	9	6,64	1,90338045142245	50	3	16	8,38	3,04315893875601	25	5	9	7,2	1,15470053837925	25	1	8	3,76	2,04694894904587	25	3	8	5,8	1,29099444873581	25	1	9	3,96	1,85921130231791	25	1	9	5,2	2,16024689946929	25	1	8	3,48	2,84487843911358	25	3	9	6,56	2,10317220724631	25	3	16	7,8	2,82842712474619	25	4	8	6,96	1,09848380355227	25	1	9	4,52	2,81543365517049	25	4	8	5,72	1,20830459735946	25	1	9	3,96	2,26347814951533	25	1	9	5,24	2,38537208837531	25	1	9	3,96	2,60576284415908	25	1	9	6,72	1,72046505340853	25	5	15	8,96	3,1947874212014	 	66,65	11,83	69,13	39,26	58,57	33,96	78,48	108,39	92,52	0,1	0,1	0,1	1438
sun	słońce	6	91,2333333333333	84,9032258064516	30	31	5861	16231	N	6	50	3	9	7,08	1,35285035448591	50	1	9	4	2,82120252259021	50	3	9	6,46	1,61889355009235	50	1	9	4,52	2,17818497743382	50	1	9	4,62	2,33771212068203	50	1	9	2,64	2,18305159941635	50	1	9	8,48	1,29740714739917	50	3	13	5,74	2,67879046723459	25	5	9	7,6	1,22474487139159	25	1	9	3,84	2,86763549520042	25	3	9	6,84	1,7	25	2	9	4,76	2,16564078277077	25	1	9	5,24	2,43721152139079	25	1	8	2	1,75594229214212	25	7	9	8,72	0,613731754650733	25	3	12	5,28	2,26421435969889	25	3	9	6,56	1,29357386079548	25	1	9	4,16	2,82370914460632	25	3	9	6,08	1,46969384566991	25	1	9	4,28	2,20831761000692	25	1	9	4	2,10158670215308	25	1	9	3,28	2,40693442647143	25	1	9	8,24	1,71464281994822	25	3	13	6,2	3,01385688667085	 	79,25	3,85	60,79	35,89	40,42	44,37	83,1	96,68	84,79	1	0,1	0,1	3424
candy	słodycze	8	75,0645161290323	45,8275862068965	31	29	764	307	N	8	50	4	9	7,08	1,45461966415518	50	1	8	4,2	2,24971653543195	50	1	9	5,02	1,77844233610684	50	1	9	4,68	2,43645778346604	50	1	9	3,54	2,24253864890591	50	1	8	2	1,77281052085584	50	1	9	7,82	1,53450118199727	50	3	12	5,92	2,39761786541797	25	5	9	7,64	1,18602979164381	25	1	8	4,4	2,39791576165636	25	2	9	5,32	1,8645821694596	25	2	9	5,12	2,20454076850486	25	1	9	3,52	2,23830292855994	25	1	4	1,28	0,678232998312527	25	5	9	8,28	1,13724814061547	25	3	10	5,04	1,69509095134548	25	4	9	6,52	1,50332963783729	25	1	8	4	2,12132034355964	25	1	8	4,72	1,67132681822956	25	1	9	4,24	2,61852375713238	25	1	9	3,56	2,29274217186902	25	1	8	2,72	2,20831761000692	25	1	9	7,36	1,75309250564063	25	3	12	6,8	2,69258240356725	 	70,43	17,04	53,65	29	37,43	51,83	87,48	82,65	89,26	1	0,1	0,1	3420
cheerfulness	pogoda ducha	12	78,2962962962963	72,8461538461538	27	26	3231	5454,5	N	12	50	3	9	7,08	1,35285035448591	50	1	9	3,86	2,48267466039909	50	2	9	6	1,60356745147455	49	1	9	3,97959183673469	2,00509554965974	50	1	9	5,12	2,37881809102842	50	1	9	6,8	2,18529407725405	50	1	9	5,24	2,47072657247182	50	4	17	11,3	3,3518194876143	25	5	9	7,16	1,31275791116768	25	1	8	4,04	2,63754936762645	25	3	9	6,2	1,3228756555323	25	1	9	4,28	2,18936824982307	25	1	9	5,88	2,12759645296439	25	1	9	7,04	2,37135685491099	25	1	9	5,72	2,40693442647143	25	4	16	11,56	2,81484161780611	25	3	9	7	1,4142135623731	25	1	9	3,68	2,35796522451032	25	2	8	5,8	1,84842275106824	24	1	7	3,66666666666667	1,7856107630448	25	1	9	4,36	2,41315837303177	25	1	9	6,56	2,00166597280032	25	1	8	4,76	2,48797106092495	25	6	17	11,04	3,85659608117487	 	82,58	10,26	86,05	23,3	77,8	27,32	92,84	109,35	105,12	0,1	0,1	0,1	2680
holidays	ferie	5	64,4137931034483	51,037037037037	29	27	234	123	N	5	50	5	9	7,1	1,0546302185881	50	1	9	4,12	2,32677406531455	49	1	9	5,55102040816326	1,60806851649471	50	1	9	4,82	1,79215979608234	50	1	8	3,8	1,94831167099798	50	1	9	4,14	2,56355938778369	50	1	9	6,56	1,93949288554024	50	3	18	8,44	3,92875324254608	25	5	9	7,2	1,08012344973464	25	1	9	3,96	2,15019378971602	25	4	9	5,88	1,5088627063675	25	3	9	5,32	1,8645821694596	25	1	8	4,24	2,2781571499789	25	1	9	3,28	2,54165300542777	25	2	9	7	2,06155281280883	25	3	18	8,28	3,58840726042442	25	5	9	7	1,04083299973307	25	1	8	4,28	2,52520626220249	24	1	8	5,20833333333333	1,66757221776128	25	1	8	4,32	1,6	25	1	6	3,36	1,46855938479405	25	1	9	5	2,32737334062816	25	1	9	6,12	1,73973178009332	25	5	18	8,6	4,31083905212585	 	76,53	10,4	16,33	55,73	14,5	36,13	86,93	72,07	50,63	0	0,2	0,1	753
calm	spokój	6	85,3225806451613	80,2857142857143	31	28	33746	13454	N	6	50	4	9	7,1	1,19948968741048	50	1	8	2,06	1,77752407486782	50	1	9	5,68	1,63432567383715	50	1	9	4,72	2,15747395756033	50	1	9	4,82	2,65491458027776	50	2	9	6,72	1,97989898732233	50	1	9	5,74	2,23889550029127	50	3	15	7,48	2,68206438918888	25	4	9	7,44	1,26095202129185	25	1	8	1,84	1,77200451466694	25	2	9	5,8	1,75594229214212	25	2	9	5,28	1,90438091427809	25	1	9	5,56	2,59935889531759	25	2	9	6,44	2,12289111041209	25	1	9	6,12	2,22336081942031	25	3	13	7,16	2,46102959483763	25	4	8	6,76	1,05198225587063	25	1	7	2,28	1,79164728671689	25	1	8	5,56	1,52970585407784	25	1	9	4,16	2,28546129552293	25	1	9	4,08	2,54820198048219	25	2	9	7	1,82574185835055	25	1	9	5,36	2,23383079036887	25	3	15	7,8	2,9011491975882	 	89,76	16,26	57,1	47,74	69,15	43,69	106,03	104,83	112,84	1	0,1	0,1	3491
comfort	komfort	7	84,9655172413793	71,4137931034483	29	29	183	187	N	7	50	5	9	7,1	1,21638474042331	50	1	8	2,68	2,02474488188875	50	3	9	6,08	1,48241391669404	50	1	9	5,06	2,24435800556481	50	1	9	4,46	2,43453050412399	50	1	9	5,98	2,19916496211909	50	1	9	5,52	2,2245384754082	50	3	17	10,18	3,46227482138196	25	5	9	6,92	1,22202018532156	25	1	8	2,8	2,23606797749979	25	4	9	6,16	1,46287388383278	25	2	9	5	1,93649167310371	25	1	9	5,08	2,49866631092135	25	1	9	6	2,39791576165636	25	2	9	5,84	2,24870333006972	25	3	15	10,44	3,0967725134404	25	5	9	7,28	1,20830459735946	25	1	7	2,56	1,82756668824971	25	3	9	6	1,52752523165195	25	1	9	5,12	2,55473416751463	25	1	8	3,84	2,24870333006972	25	2	9	5,96	2,03059925473574	25	1	9	5,2	2,19848432637882	25	5	17	9,92	3,83970484976819	 	79,81	12,43	73	38,81	85,62	25,86	92,24	111,81	111,48	0,1	0,1	0,1	1281
trip	wycieczka	9	77,4074074074074	68,9285714285714	27	28	1208	598	N	9	50	5	9	7,1	1,26571751047638	50	1	9	4,52	2,50908553144002	50	2	8	5,44	1,29614813968157	50	2	9	5,76	1,9749451038612	50	1	8	3,84	2,48555007667789	50	1	8	3,32	2,11351337244651	50	1	9	7,2	1,89521416591737	50	3	12	5,98	1,95343757702849	25	5	9	7,12	1,20138808606267	25	1	9	5	2,48327740429189	25	2	8	5,56	1,52970585407784	25	2	9	5,52	2,08406653764541	25	1	8	3,48	2,45153013442625	25	1	8	2,84	1,86368809979925	25	3	9	7,64	1,84571575998762	25	3	9	5,96	1,64519502390041	25	5	9	7,08	1,35154232884755	25	1	9	4,04	2,49131825880731	25	2	7	5,32	1,0295630140987	25	4	9	6	1,87082869338697	25	1	8	4,2	2,51661147842358	25	1	8	3,8	2,27303028283098	25	1	9	6,76	1,87705443004015	25	4	12	6	2,25462487641145	 	80,87	5	66,96	47,74	62,74	49,57	85,87	114,7	112,3	1	0,1	0,1	4393
brotherhood	braterstwo	10	78,3703703703704	75,25	27	28	247	231	N	10	50	3	9	7,1	1,23304832154515	50	1	9	3,92	2,41458155414818	50	3	9	6,52	1,44617722683929	50	1	9	3,66	2,20027827553606	50	1	8	4,66	2,17227427140407	50	1	9	6,5	2,20620645878293	50	1	9	5,12	2,27353900160889	50	4	17	10,7	3,65474251584744	25	5	9	7,28	1,06144555520604	25	1	8	3,8	2,14087209644419	25	4	9	6,32	1,43527000944073	25	1	9	4,04	2,35372045918796	25	1	8	4,8	2,53311402559511	25	1	9	7	2,08166599946613	25	1	9	5,04	2,65329983228432	25	4	17	11,08	3,82883794381533	25	3	9	6,92	1,38202749610853	25	1	9	4,04	2,7	25	3	9	6,72	1,45830952361516	25	1	7	3,28	2,01080415091409	25	1	7	4,52	1,78232058470598	25	1	9	6	2,25462487641145	25	1	8	5,2	1,87082869338697	25	5	15	10,32	3,50856095856977	 	74,06	8,45	77,71	19,13	64,71	38,03	82,52	96,84	102,74	0,1	0,1	0,1	253
achievement	osiągnięcie	11	76,3448275862069	88,2758620689655	29	29	499	644	N	11	50	4	9	7,1	1,34392055158763	50	1	9	4,76	2,30845827162562	50	3	9	7,32	1,26877733206712	50	1	9	6,28	2,35640681148746	50	1	9	5,66	2,54438156553226	50	2	9	6,12	2,15368691943346	50	1	9	5,06	2,28044034415841	50	4	17	9,78	3,27819014278381	25	5	9	7,2	1,4142135623731	25	1	9	5,08	2,43104915622864	25	5	9	7,72	1,1	25	1	9	6,48	2,16256021110781	25	1	9	6,08	2,67581763205193	25	2	9	5,84	2,35725829443162	25	1	9	5,32	2,54492959955019	25	4	17	9,72	3,00721354967241	25	4	9	7	1,29099444873581	25	1	8	4,44	2,18097837372741	25	3	9	6,92	1,32035348802256	25	1	9	6,08	2,56450125105578	25	1	9	5,24	2,38537208837531	25	3	9	6,4	1,93649167310371	25	1	8	4,8	2	25	5	17	9,84	3,59026461420325	 	80,56	25,16	63,46	67,65	84	51,67	105,72	131,11	135,67	1	2	1	2329
ingenuity	pomysłowość	11	77,0344827586207	80	29	27	81	199	N	11	50	4	9	7,1	1,09264703862703	50	1	8	5,08	2,15558127015543	50	4	9	7	1,19522860933439	50	1	9	6,04	2,5068070593193	50	1	9	6	2,02030508910442	50	3	9	6,82	1,76923827723477	50	1	9	5,08	2,23916894204533	50	4	16	9,42	3,13694248644525	25	5	9	7,32	1,06926766215636	25	1	8	5,48	2,18174242292714	25	4	9	7,08	1,38202749610853	25	1	9	5,72	2,40693442647143	25	1	9	6,4	2,23606797749979	25	4	9	7,08	1,63095064303001	25	2	9	5,32	2,07605394920267	25	4	15	9,24	2,90516780926679	25	4	9	6,88	1,09239797387826	25	1	7	4,68	2,096027989635	25	5	9	6,92	0,99666109251507	25	1	9	6,36	2,61215109312868	25	3	9	5,6	1,73205080756888	25	3	9	6,56	1,89472953214964	25	1	8	4,84	2,40970260959038	25	5	16	9,6	3,40342964277702	 	69	4,9	57,52	72,19	77,62	63,52	73,9	129,71	141,14	2	2	0,1	2736
bed	łóżko	5	82,9642857142857	57,4324324324324	28	37	3428	4674	N	5	50	4	9	7,12	1,33462522447162	50	1	9	3,38	2,19358991944572	50	2	9	5,76	1,55917298853054	50	1	9	4,8	2,37332110369088	50	1	9	4,88	2,56061217170378	50	1	9	1,82	1,7224804136797	50	1	9	8,32000000000001	1,37677529178934	50	3	12	5,5	2,35822485988845	25	5	9	7,6	1,29099444873581	25	1	9	3,28	2,42418371141023	25	3	9	6,28	1,62069943748576	25	2	9	4,92	2,56450125105578	25	1	9	5,48	2,32952069462082	25	1	6	1,28	1,06144555520604	25	6	9	8,56	0,820568908339412	25	3	12	5	2,10158670215308	25	4	9	6,64	1,22065556157337	25	1	7	3,48	1,98158185969358	25	2	8	5,24	1,33166562369588	25	1	9	4,68	2,21208800307161	25	1	9	4,28	2,68514431641951	25	1	9	2,36	2,07926268983343	25	1	9	8,08	1,75404294892305	25	3	12	6	2,53311402559511	 	80,15	24,95	65,5	35,3	61,5	23,1	105,1	100,8	84,6	0,1	0,1	0,1	1597
pizza	pizza	5	83	58,4642857142857	29	28	1309	129	N	5	50	2	9	7,12	1,67380783038592	50	1	7	4,02	2,07502151451841	50	3	9	5,78	1,25014284898052	50	1	9	5,62	2,10819586279794	50	1	9	3,22	2,29720326857308	50	1	6	1,5	1,11116779900743	50	1	9	8,4	1,32480264221367	50	3	13	7	2,89263667590237	25	5	9	7,32	1,18039541397505	25	1	7	4,28	1,76823829464998	25	4	9	6	1,19023807142381	25	1	9	5,8	2,10158670215308	25	1	9	3,4	2,39791576165636	25	1	2	1,04	0,2	25	7	9	8,76	0,597215762238964	25	3	13	5,88	2,10792156716832	25	2	9	6,92	2,05993527406405	25	1	7	3,76	2,35017729827631	25	3	9	5,56	1,29357386079548	25	1	9	5,44	2,14242852856285	25	1	9	3,04	2,22635726393287	25	1	6	1,96	1,42828568570857	25	1	9	8,04	1,71949605020386	25	4	13	8,12	3,16649122321011	 	74,1	2,38	55,43	19,05	41,1	42,48	76,48	74,48	83,57	1	0,1	0,1	2544
memories	wspomnienia	11	74,2758620689655	69,55	29	40	3898	5143	N	11	50	4	9	7,12	1,18906583123913	50	1	9	4,36	2,38840737645787	50	1	9	5,24	1,68498773688991	50	1	9	4,2	2,49897938350513	50	1	9	5,18	2,79715599004651	50	1	9	6,76	2,36953452761318	50	1	9	5,58	2,39122545647069	50	3	15	8,34	2,63887731230305	25	4	9	7,4	1,38443731048635	25	1	9	4,6	2,32737334062816	25	1	9	5,56	1,93821223468088	25	1	8	3,52	1,89560896108172	25	1	9	6,28	2,65392790658174	25	2	9	6,72	2,59036676939772	25	1	9	5,88	2,72824730061872	25	3	12	8,12	2,26053091109146	25	4	8	6,84	0,898146239020499	25	1	9	4,12	2,47184141886165	25	2	8	4,92	1,35154232884755	25	1	9	4,88	2,86239992547047	25	1	8	4,08	2,53179778023443	25	1	9	6,8	2,17944947177034	25	1	8	5,28	2,01080415091409	25	5	15	8,56	3,00111090542597	 	72,17	28,9	68,62	31,1	81,24	47,61	101,07	99,72	128,85	1	0,1	1	4352
self-realization	samorealizacja	14	78,7333333333333	86,3461538461538	30	26	3	5	N	14	50	4	9	7,12	1,22291054623044	50	1	9	4,32	2,07452969836244	50	2	9	7,42	1,667088382021	50	1	9	6,2	2,32992949004287	50	1	9	6,3	2,2246302146282	50	1	9	7,12	1,75708478417392	50	1	9	4,02	2,43687655553965	50	4	16	11,96	3,00991558631379	25	5	9	7,16	1,31275791116768	25	1	9	4,56	2,29274217186902	25	2	9	7,88	1,58954920234218	25	1	9	6,48	2,46846781087648	25	1	9	7,08	1,84661853126194	25	5	9	7,52	1,47535306508871	25	1	9	4,52	2,6	25	5	16	12,72	2,62233992202892	25	4	9	7,08	1,15181016954473	25	1	7	4,08	1,84661853126194	25	3	9	6,96	1,64519502390041	25	1	9	5,92	2,19696760710454	25	1	9	5,52	2,32952069462082	25	1	9	6,72	1,94764815439887	25	1	8	3,52	2,20075744536588	25	4	16	11,2	3,22748612183951	 	89,78	9	60,04	67,26	86,3	47,35	98,78	127,3	133,65	1	2	0,1	3284
chance	szansa	6	74,25	74,24	32	25	7815	2656	N	6	50	5	9	7,14	1,16075274661554	50	1	9	3,98	2,36893155973191	50	1	9	6,38	1,639935289913	50	1	9	5	2,24971653543195	50	1	9	5,46	2,38370317286497	50	1	9	6,38	2,30252744892677	50	1	9	4,94	2,28044034415841	50	3	13	8,02	2,61463697874337	25	5	9	7,2	1,25830573921179	25	1	9	4,6	2,59807621135332	25	3	9	6,68	1,51986841535707	25	2	9	4,92	2,36149670054114	25	2	9	6,12	2,20454076850486	25	1	9	6,4	2,62995563967658	25	1	9	4,88	2,43789526709687	25	3	12	7,68	2,54492959955019	25	5	9	7,08	1,0770329614269	25	1	8	3,36	1,97652894404981	25	1	9	6,08	1,7301252363148	25	1	8	5,08	2,17791949652262	25	1	9	4,8	2,41522945769824	25	1	9	6,36	1,97652894404981	25	1	8	5	2,16024689946929	25	5	13	8,36	2,69072480941474	 	81,61	14,39	62,59	64,95	73,27	58,5	96	127,55	131,77	2	2	0,1	3640
gratitude	wdzięczność	11	87,2068965517241	73,4074074074074	29	27	639	1619	N	11	50	3	9	7,14	1,17820340574373	50	1	8	3,62	2,14656821509143	50	2	9	5,38	1,62744321823265	50	1	9	3,46	1,89747415351707	50	1	9	5,3	2,27003551172439	50	1	9	6,52	2,1498932104471	50	1	9	4,88	2,34425045677326	50	4	15	9,42	3,13042997633467	25	3	9	6,4	1,3228756555323	25	1	9	4,28	2,15096877398689	25	3	9	5,72	1,64620776331543	25	3	8	5	1,91485421551268	25	1	8	4,56	2,21885856541902	25	1	9	5,96	2,15019378971602	25	1	9	4,24	2,14631467093403	25	3	17	10,24	3,58561942579893	25	4	8	6,6	0,912870929175277	25	1	9	4,08	2,19696760710454	25	2	8	5,24	1,47986485869487	25	1	9	4,52	2,16256021110781	25	1	7	3,28	2,01080415091409	25	1	9	6,08	2,03960780543711	25	1	8	4,44	2,00166597280032	25	3	17	9	4	 	85	3,86	74,1	29,29	71,9	32,71	88,86	103,38	104,62	0,1	0,1	0,1	4199
