,POLISHword,Ciepło_M,Kompetencja_M,Valence_M,arousal_M,dominance_M,origin_M,significance_M,concretness_M,imegability_M,ageOfAquisition_M,AUTOMATICITYmean,NumberofLetters,Kazojć2011frequency,cond_arousal,cond_origin
29,niepewność,-1.4740882716025192,-1.7589984582877893,-1.33521548032531,0.09049579165172383,-2.1695903003326187,-2.2312527627191217,1.2047729966731269,1.8092833407898417,-1.4311237522144666,0.2918387797588306,0.7231229182179796,1.3451304483280615,0.6358058408726636,-1.0,-1.0
30,dyktator,-1.9355000858848104,-0.693954278036808,-1.7287652659726624,1.6239607845125201,1.8681203751604554,1.9907514088208613,0.538544061186783,-0.14766754663821188,-0.15076162891471062,1.4965593640796466,-1.3762724400483415,0.5228715332011696,-0.11291730450638678,0.0,1.0
31,nasienie,0.050698740190312466,-0.1299883228995236,-0.15456612338325226,0.09049579165172383,0.2826318900191959,-0.10421774971543124,0.5155706496182878,-0.8038905987098943,0.3192447201446928,0.9834376337207806,-0.4052946039753522,0.5228715332011696,0.13388700280673013,0.0,0.0
32,troska,2.019613682298548,1.4546521782513433,0.9473732764293341,-0.45072714700502714,0.02895373239659419,-2.1991869082517237,1.8710019321594706,1.5983545026239436,-1.0907743270335188,0.38107734156037265,2.5100334241846087,-0.2993873819257222,0.5505202129024557,0.0,-1.0
33,majątek,0.7609492705539227,1.325409595018357,1.1362771735400634,1.195492624742592,1.3607640599152528,1.7413503185189227,1.8710019321594706,0.28590839848057825,-0.36145413021720263,0.6153285662894201,0.5764585718321091,0.11174207563772375,1.143734418904064,1.0,1.0
34,turbo,1.0266087407254048,0.3759903945610741,0.5223395079301935,1.218043580519956,1.3184843669781525,0.24494377670728457,0.1479960645223742,1.0514222431166789,-1.5121593296385023,-0.020496186546566382,0.8727804145300926,-0.710516839489168,-1.2080781187469432,1.0,0.0
35,emocja,-0.4121565788444358,0.8418715540537609,0.8529213278739695,1.5788588729577908,0.21921235061354596,-2.5982286527348277,1.4804539354950625,2.0788035228907114,-1.6904375999713794,0.47031590336191464,2.9386524936225,-0.2993873819257222,-0.6484228308460984,1.0,-1.0
36,schemat,-0.7221832952673012,0.5220827193500142,-0.12308214053146405,-1.3527653780996134,0.15579281120789507,1.8161706456095041,0.4236770033443093,0.3444997424155502,-0.6693893244285363,0.26952913930844563,-1.2948587620545517,0.11174207563772375,0.2931286343652124,-1.0,1.0
37,ziarno,0.6649587928685189,0.6676907601893781,0.6325334479114526,-1.7586825820921768,-0.2881439646316575,-0.1291578587456247,-0.4263392246899911,-0.6632713732659624,0.7406297227496762,-0.7455595011840939,-0.5645301800514404,-0.2993873819257222,0.65568766909863,-1.0,0.0
38,dobroduszność,1.6675260042493991,1.404286647495377,1.482600984909734,-0.6311347932239445,0.5997295870474476,-2.5234083256442457,1.5034273470635566,2.2194227483346434,-1.7390589464258002,0.5149351842626856,2.9506250933274694,2.5785188210183994,-1.0380241247109554,-1.0,-1.0
39,recesja,-1.3170668111912127,-1.2126223880333422,-1.1581180767840014,0.2529547179662071,-1.55563518480983,1.4244030995935368,-0.5182328709639691,0.9382253609565945,-2.4038955135472437,1.99852627421332,-1.0913245670700782,0.11174207563772375,-1.2994892743622124,0.0,1.0
